🇨🇳电视频道,#genre#
CCTV8-电视剧,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQUlQTFhkM3pKdmVvZERsRVhRN25YQWh5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
CCTV9-纪录,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQU0yZWNpOGNjbU1TTGphMHJyaWs0eG1pYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV9-纪录,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXdrbTh5VkF4RlJZSVB1bjM0c1FnaXV0blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
CCTV9-纪录,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXdqb1ZpTFRRUU56MGEzejc5anY4T0J5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
CCTV10-科教,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXhtNDdwTmZLb25rVHJ2YkFmZmFLcEdpYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV10-科教,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXo1bmk3UVd4Ym9waWdkVkt2N1g5Q090blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
CCTV10-科教,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQU0rMVFqUzRYYndHRU5RU3hISEwzSFJ5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
CCTV11-戏曲,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXQ5VmxlWHlYVUk1UWZGSmJSTjhSQTJpYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV11-戏曲,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXV5MWtpUkpRU2VxVjcxd3hYRWRPN090blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
CCTV11-戏曲,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQTdLQ0hmUTIwSVFRL1EyZ3ZjSDk3S0J5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
CCTV12-社会与法,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQS9HNlVyTUEvL0tVbmdXbUJGMmRINTJpYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV12-社会与法,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQUpYSUMveHdaNllrWDIyOUNrcnoxKyt0blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
CCTV12-社会与法,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQUI1N2orbDN4L3RDamZ2RVZ2dEhoeVJ5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
CCTV13-新闻,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXZDem5YS0NBc2t0OWRycHBHdUNjekdpYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV13-新闻,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQUxDYlNUTTJtSHRQalVtSjd2MUF0dyt0blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
CCTV13-新闻,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQWNzcjNZZG1ma1pGaTdqcDVyNE1xbnh5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
CCTV14-少儿,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQUdnVUR5VEdLZm5EY3VDZlRCVTkySDJpYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV14-少儿,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQTBsNVV3N3R1dnNDMGtMZjhZdXZQbSt0blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
CCTV14-少儿,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQTBhRUV5Yk1jNHVCUHNoQWRoWkFCZUJ5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
CCTV15-音乐,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQW5YS01Nbit4NS9UaW1MUG00bExpUG1pYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV15-音乐,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQU1Waklhc0FXSzJ6dzJkbFgxNG1HZ3V0blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
CCTV15-音乐,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQWNTTjlNK0xiVTdKOUtLTmdJOVNyWXh5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
CCTV16-奥林匹克,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQUNES3NuU0sralU2cHJ6bHVXTi9DMjJpYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV17-农业农村,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXJZN0JGQkVFVTMwLzJ6NWtuZFN3aW1pYmZZNHdvUWN3cnUzRW1iZktQYXg4bzduOVdRTGphOCt2ZTFvMjNKdy8=&pw=wz
CCTV17-农业农村,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQUoxR0RTVTZMank0Q08wVnEvdklQQ090blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
CCTV17-农业农村,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQXBxRE00ejNTb2RhZnFqc04yOTlzbEJ5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
河南卫视,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQWJVbk5NQm5LRGRreW9sSjl6ZHd0WE90blhLYXVqZTdVR0R3R3JkT1NmMDBRbERaTERoTU02WEtNWngreWZadjA=&pw=wz
河南卫视,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQWJDMHFHYldxUjh2aWJPQTZYK2R5VHh5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
河南卫视,http://039c0a88-9e1a-4171-a785-4734ff8658e1.tvwz.xyz/wznoapi.php?token=YlJLZ0tiNXM2LzY0RTc0VzBLMU1nK2lmb3FEUlg0bm1sREhxMzVhOE43SXRDbXBaSVUrVWhoRVF5aENKd0JLQWFDWVdqNmdCNXpQcWhGN0xRN1o5TWh5a3NSajgzUjh1Y2NpczU1MmRScVNObmR4NEl6TVNvTFE0cEZlRVF4ZExYSUlzb0dBYk50TmdMSTdLVG0vaHVBPT0=&pw=wz
